학교구분,학교코드,학교명,본분교,학제,지역,설립구분,관련법령,법인명,학교상태,중문학교명,영문학교명,주소,영문주소,중문주소,우편번호,학교개교일,학교홈페이지,총장(대학원장)명,학교대표번호,학교대표팩스번호
대학,82,단국대학교,본교,대학교,경기,사립,고등교육법,단국대학,기존,檀国大学校,Dankook University,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교) ","152, Jukjeon-ro, Suji-gu, Yongin-si, Gyeonggi-do, Republic of Korea","152, Jukjeon-ro, Suji-gu, Yongin-si, Gyeonggi-do, Republic of Korea",16890,1947-11-03,www.dankook.ac.kr,김수복,1899-3700,031-8021-7106
대학,84,대구대학교,본교,대학교,경북,사립,고등교육법,영광학원,기존,大邱大学,Daegu University,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스) ","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38453,1956-05-01,www.daegu.ac.kr,박상규,053-850-5000,053-850-5009
대학,87,대구예술대학교,본교,대학교,경북,사립,고등교육법,세기학원,기존,大邱艺术大学,Daegu Arts University,"경상북도 칠곡군 가산면 다부거문1길 202 (다부리, 대구예술대학교) ","202, Dabugeomun 1-gil, Gasan-myeon, Chilgok-gun, Gyeongsangbuk-do, Republic of Korea","202, Dabugeomun 1-gil, Gasan-myeon, Chilgok-gun, Gyeongsangbuk-do, Republic of Korea",39851,1996-12-11,www.dgau.ac.kr,허용,054-970-5311,054-973-5319
대학,88,대구가톨릭대학교,본교,대학교,경북,사립,고등교육법,선목학원,기존,大邱加图立大学,Daegu Catholic University,"경상북도 경산시 하양읍 하양로 13-13 (금락리, 대구가톨릭대학교) ","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38430,1914-10-01,www.cu.ac.kr,우동기,053-850-3114,053-359-7000
대학,92,세한대학교,본교,대학교,전남,사립,고등교육법,영신학원,기존,世翰大学校,Sehan University,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교) ","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea",58447,1994-03-10,www.sehan.ac.kr,이 승 훈,061-469-1114,061-462-2510
대학,93,대신대학교,본교,대학교,경북,사립,고등교육법,대구신학원,기존,大神大学校,Daeshin University,"경상북도 경산시 경청로222길 33 (백천동, 대신대학교) ","33, Gyeongcheong-ro 222-gil, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","33, Gyeongcheong-ro 222-gil, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38649,1996-12-11,www.daeshin.ac.kr,최대해,053-810-0701,053-813-0006
대학,94,대전가톨릭대학교,본교,대학교,세종,사립,고등교육법,천주교대전교구대지학원,기존,大田加图立大学校,Daejeoncatholicuniversity,"세종특별자치시 전의면 가톨릭대학로 30 (신방리, 대전가톨릭대학교) ","30, Catholicdaehak-ro, Jeonui-myeon, Sejong-si, Republic of Korea","30, Catholicdaehak-ro, Jeonui-myeon, Sejong-si, Republic of Korea",30006,1993-03-01,dcatholic.ac.kr,김유정,044-861-7101,044-861-7106
대학,95,대전대학교,본교,대학교,대전,사립,고등교육법,혜화학원,기존,大田大学,Daejeon University,"대전광역시 동구 대학로 62 (용운동, 대전대학교) ","62, Daehak-ro, Dong-gu, Daejeon, Republic of Korea","62, Daehak-ro, Dong-gu, Daejeon, Republic of Korea",34520,1980-12-29,www.dju.ac.kr,윤여표,042-280-2114,042-283-8808
대학,97,대진대학교,본교,대학교,경기,사립,고등교육법,대진대학교,기존,大真大学校,Daejin University,"경기도 포천시 호국로 1007 (선단동, 대진대학교) ","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea",11159,1991-11-15,www.daejin.ac.kr,임영문,031-539-1114,031-539-1115
대학,98,서울기독대학교,본교,대학교,서울,사립,고등교육법,환원학원,기존,首尔基督大学校,Seoul Christian University,"서울특별시 은평구 갈현로4길 26-2 (신사동, 서울기독대학교) ","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea",3422,1997-12-05,www.scu.ac.kr,이강평,02-380-2500,02-380-2535
대학,99,덕성여자대학교,본교,대학교,서울,사립,고등교육법,덕성학원,기존,德成女子大学,Duksung Women'S University,"서울특별시 도봉구 삼양로144길 33 (쌍문동, 덕성여자대학교) ","33, Samyang-ro 144-gil, Dobong-gu, Seoul, Republic of Korea","33, Samyang-ro 144-gil, Dobong-gu, Seoul, Republic of Korea",1369,1950-05-17,www.duksung.ac.kr,김건희,02-901-8000,02-908-2251
대학,100,동국대학교,본교,대학교,서울,사립,고등교육법,동국대학교,기존,东国大学,Dongguk University,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,1946-09-20,www.dongguk.edu,윤성이,02-2260-3114,02-2277-1274
대학,101,동국대학교(경주),분교,대학교,경북,사립,고등교육법,동국대학교,기존,东国大学,Dongguk University,"경상북도 경주시 동대로 123 (석장동, 동국대학교경주캠퍼스) ","123, Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea","123, Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea",38066,1978-10-12,web.dongguk.ac.kr,이영경,054-770-2844,054-770-2846
대학,102,동덕여자대학교,본교,대학교,서울,사립,고등교육법,동덕학원,기존,同德女子大学,Dongduk Women's University,"서울특별시 성북구 화랑로13길 60 (하월곡동, 동덕여자대학교) ","60, Hwarang-ro 13-gil, Seongbuk-gu, Seoul, Republic of Korea","60, Hwarang-ro 13-gil, Seongbuk-gu, Seoul, Republic of Korea",2748,1950-05-27,www.dongduk.ac.kr,김명애,02-940-4000,02-940-4182
대학,103,동서대학교,본교,대학교,부산,사립,고등교육법,동서학원,기존,东西大学,Dongseo University,"부산광역시 사상구 주례로 47 (주례동, 동서대학교) ","47, Jurye-ro, Sasang-gu, Busan, Republic of Korea","47, Jurye-ro, Sasang-gu, Busan, Republic of Korea",47011,1992-03-02,www.dongseo.ac.kr,장제국,051-313-2001~4,051-313-1046
대학,104,동신대학교,본교,대학교,전남,사립,고등교육법,해인학원,기존,东新大学,Dongshinuniversity,전라남도 나주시 동신대길 67 (대호동) ,"67, Dongsindae-gil, Naju-si, Jeollanam-do","67, Dongsindae-gil, Naju-si, Jeollanam-do",58245,1986-12-31,www.dsu.ac.kr,최일,061-330-3114,061-330-2909
대학,105,동아대학교,본교,대학교,부산,사립,고등교육법,동아학숙,기존,东亚大学校,Dong-A University,"부산광역시 사하구 낙동대로550번길 37 (하단동, 동아대학교) ","37, Nakdong-daero 550beon-gil, Saha-gu, Busan, Republic of Korea","37, Nakdong-daero 550beon-gil, Saha-gu, Busan, Republic of Korea",49315,1946-11-01,www.donga.ac.kr,이해우,051-200-6114,051-205-5788
대학,106,동양대학교,본교,대학교,경북,사립,고등교육법,현암학원,기존,东洋大学校,Dongyang University,"경상북도 영주시 풍기읍 동양대로 145 (산법리, 동양대학교) ","145, Dongyangdae-ro, Punggi-eup, Yeongju-si, Gyeongsangbuk-do, Republic of Korea","145, Dongyangdae-ro, Punggi-eup, Yeongju-si, Gyeongsangbuk-do, Republic of Korea",36040,1994-03-01,www.dyu.ac.kr,이하운,054-630-1114,054-636-8523
대학,107,동의대학교,본교,대학교,부산,사립,고등교육법,동의학원,기존,东义大学,Dong-Eui University,"부산광역시 부산진구 엄광로 176 (가야동, 동의대학교) ","176, Eomgwang-ro, Busanjin-gu, Busan, Republic of Korea","176, Eomgwang-ro, Busanjin-gu, Busan, Republic of Korea",47340,1979-01-10,www.deu.ac.kr,한수환,051-890-1114,051-890-1234
대학,108,루터대학교,본교,대학교,경기,사립,고등교육법,루터교학원,기존,루터大学校,Luther University,"경기도 용인시 기흥구 금화로82번길 20 (상갈동, 루터대학교) ","20, Geumhwa-ro 82beon-gil, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea","20, Geumhwa-ro 82beon-gil, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",17072,1997-12-05,www.ltu.ac.kr,권득칠 ,031-679-2300,031-283-1505
대학,109,명지대학교,본교,대학교,경기,사립,고등교육법,명지학원,기존,明知大学校 自然校区,Myongji University Natural Science Campus,"경기도 용인시 처인구 명지로 116 (남동, 명지대학교용인캠퍼스) ","116, Myongji-ro, Cheoin-gu, Yongin-si, Gyeonggi-do, Republic of Korea","116, Myongji-ro, Cheoin-gu, Yongin-si, Gyeonggi-do, Republic of Korea",17058,1948-09-07,www.mju.ac.kr,유병진,1577-0020,031-332-2459
대학,111,명지대학교,제2캠퍼스,대학교,서울,사립,고등교육법,명지학원,기존,明知大学校 人文校区,Myongji University Social Science Campus,"서울특별시 서대문구 거북골로 34 (남가좌동, 명지대학교) ","34, Geobukgol-ro, Seodaemun-gu, Seoul, Republic of Korea","34, Geobukgol-ro, Seodaemun-gu, Seoul, Republic of Korea",3674,1948-09-07,www.mju.ac.kr,유병진,1577-0020,02-300-1556
대학,112,목원대학교,본교,대학교,대전,사립,고등교육법,감리교학원,기존,牧园大学校,Mokwon University,"대전광역시 서구 도안북로 88 (도안동, 목원대학교) ","88, Doanbuk-ro, Seo-gu, Daejeon, Republic of Korea","88, Doanbuk-ro, Seo-gu, Daejeon, Republic of Korea",35349,1965-01-13,www.mokwon.ac.kr,권혁대,042-829-7114,042-825-5020
대학,113,배재대학교,본교,대학교,대전,사립,고등교육법,배재학당,기존,培材大学校,Pai Chai University,"대전광역시 서구 배재로 155-40 (도마동, 배재대학교) ","155-40, Baejae-ro, Seo-gu, Daejeon, Republic of Korea","155-40, Baejae-ro, Seo-gu, Daejeon, Republic of Korea",35345,1980-12-29,www.pcu.ac.kr,김선재,042-520-5114,042-533-7354
대학,114,부산가톨릭대학교,본교,대학교,부산,사립,고등교육법,성모학원,기존,釜山加图立大学校,Catholic University Of Pusan,"부산광역시 금정구 오륜대로 57 (부곡동, 부산가톨릭대학교) ","57, Oryundae-ro, Geumjeong-gu, Busan, Republic of Korea","57, Oryundae-ro, Geumjeong-gu, Busan, Republic of Korea",46252,1990-12-24,www.cup.ac.kr,홍경완,051-515-5811,051-514-1576
대학,115,부산외국어대학교,본교,대학교,부산,사립,고등교육법,성지학원,기존,釜山外国语大学,Busan University Of Foreign Studies,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교) ","65, Geumsaem-ro 485beon-gil, Geumjeong-gu, Busan, Republic of Korea","65, Geumsaem-ro 485beon-gil, Geumjeong-gu, Busan, Republic of Korea",46234,1982-03-12,www.bufs.ac.kr,김홍구,051-509-5000,051-509-5005
대학,116,삼육대학교,본교,대학교,서울,사립,고등교육법,삼육학원,기존,三育大学校,Sahmyook University,"서울특별시 노원구 화랑로 815 (공릉동, 삼육대학교) ","815, Hwarang-ro, Nowon-gu, Seoul, Republic of Korea","815, Hwarang-ro, Nowon-gu, Seoul, Republic of Korea",1795,1962-02-27,www.syu.ac.kr,김일목,02-3399-3636,02-979-5318
대학,117,상명대학교,본교,대학교,서울,사립,고등교육법,상명학원,기존,祥明大学,Sangmyung University (Seoul),"서울특별시 종로구 홍지문2길 20 (홍지동, 상명대학교) ","20, Hongjimun 2-gil, Jongno-gu, Seoul, Republic of Korea","20, Hongjimun 2-gil, Jongno-gu, Seoul, Republic of Korea",3016,1965-01-13,www.smu.ac.kr,백웅기,02-2287-5114,02-2287-0015
대학,119,상지대학교,본교,대학교,강원,사립,고등교육법,상지학원,기존,尚志大学,Sangji University,"강원도 원주시 상지대길 83 (우산동, 상지대학교) ","83, Sangjidae-gil, Wonju-si, Gangwon-do, Republic of Korea","83, Sangjidae-gil, Wonju-si, Gangwon-do, Republic of Korea",26339,1955-06-10,www.sangji.ac.kr,홍석우,033-730-0114,033-745-2433
대학,120,서강대학교,본교,대학교,서울,사립,고등교육법,서강대학교,기존,西江大学,Sogang University,"서울특별시 마포구 백범로 35 (신수동, 서강대학교) ","35, Baekbeom-ro, Mapo-gu, Seoul, Republic of Korea","35, Baekbeom-ro, Mapo-gu, Seoul, Republic of Korea",4107,1960-04-18,www.sogang.ac.kr,심종혁,02-705-8114,02-705-8112
대학,121,서경대학교,본교,대학교,서울,사립,고등교육법,서경대학원,기존,西京大学校,Seokyeong University,"서울특별시 성북구 서경로 124 (정릉동, 서경대학교) ","124, Seogyeong-ro, Seongbuk-gu, Seoul, Republic of Korea","124, Seogyeong-ro, Seongbuk-gu, Seoul, Republic of Korea",2713,1992-09-01,www.skuniv.ac.kr,최영철,02-940-7114,02-919-0345
대학,125,서울신학대학교,본교,대학교,경기,사립,고등교육법,서울신학대학교,기존,首尔神学大学,Seoul Theological University,"경기도 부천시 소사구 호현로489번길 52 (소사본동, 서울신학대학교) ","52, Hohyeon-ro 489beon-gil, Bucheon-si, Gyeonggi-do, Republic of Korea","52, Hohyeon-ro 489beon-gil, Bucheon-si, Gyeonggi-do, Republic of Korea",14754,1959-02-26,www.stu.ac.kr,황덕형,032-340-9114,032-349-9400
대학,126,서울여자대학교,본교,대학교,서울,사립,고등교육법,정의학원,기존,首尔女子大学,Seoul Women's University,"서울특별시 노원구 화랑로 621 (공릉동, 서울여자대학교) ","621, Hwarang-ro, Nowon-gu, Seoul, Republic of Korea","621, Hwarang-ro, Nowon-gu, Seoul, Republic of Korea",1797,1960-12-12,www.swu.ac.kr,승현우,02-970-5114,02-3399-2843
대학,127,서울장신대학교,본교,대학교,경기,사립,고등교육법,광명학원,기존,首尔长神大学校,Seoul Jangsin University,"경기도 광주시 경안로 145 (경안동, 서울장신대학교) ","145, Gyeongan-ro, Gwangju-si, Gyeonggi-do, Republic of Korea","145, Gyeongan-ro, Gwangju-si, Gyeonggi-do, Republic of Korea",12749,1984-12-21,www.sjs.ac.kr,안주훈,031-799-9113,031-765-1232
대학,128,서원대학교,본교,대학교,충북,사립,고등교육법,서원학원,기존,西原大学校,Seowon University,"충청북도 청주시 서원구 무심서로 377-3 (모충동, 서원대학교) ","377-3, Musimseo-ro, Seowon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea","377-3, Musimseo-ro, Seowon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea",28674,1968-03-09,www.seowon.ac.kr,손석민,043-299-8114,043-283-8822
대학,129,선문대학교,본교,대학교,충남,사립,고등교육법,선학학원,기존,鲜文大学校,Sun Moon University,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교) ","70, Sunmoon-ro 221beon-gil, Tangjeong-myeon, Asan-si, Chungcheongnam-do, Republic of Korea","70, Sunmoon-ro 221beon-gil, Tangjeong-myeon, Asan-si, Chungcheongnam-do, Republic of Korea",31460,1986-03-03,www.sunmoon.ac.kr,황선조,041-530-2114,041-541-7424
대학,131,성결대학교,본교,대학교,경기,사립,고등교육법,성결신학원,기존,圣洁大学,Sungkyul University,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교) ","53, Seonggyeoldaehak-ro, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea","53, Seonggyeoldaehak-ro, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea",14097,1965-01-13,www.sungkyul.ac.kr,김상식,031-467-8114,031-449-0529
대학,132,성공회대학교,본교,대학교,서울,사립,고등교육법,성공회대학교,기존,圣公会大学,Sungkonghoe University,"서울특별시 구로구 연동로 320 (항동, 성공회대학교) ","320, Yeondong-ro, Guro-gu, Seoul, Republic of Korea","320, Yeondong-ro, Guro-gu, Seoul, Republic of Korea",8359,1992-12-23,www.skhu.ac.kr,김기석,02-2610-4114,02-2610-4248
대학,133,성균관대학교,본교,대학교,서울,사립,고등교육법,성균관대학,기존,成均馆大学,Sungkyunkwan University,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교) ","25-2, Seonggyungwan-ro, Jongno-gu, Seoul, Republic of Korea","25-2, Seonggyungwan-ro, Jongno-gu, Seoul, Republic of Korea",3063,1946-09-25,www.skku.edu,신동렬,02-760-0114,02-760-1141
대학,136,성신여자대학교,본교,대학교,서울,사립,고등교육법,성신학원,기존,诚信女子大学,Sungshin Women'S University,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교) ","2, Bomun-ro 34da-gil, Seongbuk-gu, Seoul, Republic of Korea","2, Bomun-ro 34da-gil, Seongbuk-gu, Seoul, Republic of Korea",2844,1965-01-13,www.sungshin.ac.kr,양보경,02-920-7114,02-920-2018
대학,137,세명대학교,본교,대학교,충북,사립,고등교육법,대원교육재단,기존,世明大学校,Semyung University,"충청북도 제천시 세명로 65 (신월동, 세명대학교) ","65, Semyeong-ro, Jecheon-si, Chungcheongbuk-do, Republic of Korea","65, Semyeong-ro, Jecheon-si, Chungcheongbuk-do, Republic of Korea",27136,1990-11-28,www.semyung.ac.kr,권동현(직무대행),043-645-1125,043-644-2111
대학,138,세종대학교,본교,대학교,서울,사립,고등교육법,대양학원,기존,世宗大学,Sejong University,"서울특별시 광진구 능동로 209 (군자동, 세종대학교) ","209, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","209, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5006,1978-10-07,www.sejong.ac.kr,배덕효,02-3408-3114,02-3408-3906
대학,139,수원가톨릭대학교,본교,대학교,경기,사립,고등교육법,광암학원,기존,水原加图立大学校,Suwon Catholic University,"경기도 화성시 봉담읍 왕림1길 67 (왕림리, 수원가톨릭대학교) ","67, Wangnim 1-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea","67, Wangnim 1-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",18332,1984-03-02,www.suwoncatholic.ac.kr,곽진상,031-290-8822,031-227-4526
